Token ID,Bullish Bear Rating,Vessel Type,Vessel Frequency,Class,Class Frequency,Weapon,Weapon Frequency,Secondary Weapon,Secondary Frequency,Shield,Shield Frequency,Propulsion,Propulsion Frequency,Material,Material Frequency,Extra,Extra Frequency
5065,4195,Courier,326,Liaoning,323,Particle Beam,574,Photon Torpedo,582,Gamma,755,Fission-Fragment,352,Subatomic Voyager Adamantium of Taurus,4,Cocktail Bar,978
5066,4891,Dreadnought of Leo,5,Cavour,328,Particle Beam of Tau Ceti,74,Photon Torpedo,582,Quasar,728,Magnetoplasmadynamic Thruster,400,Carbon Fibre,379,Cocktail Bar,978
5067,5295,Minesweeper,339,Kirov of Aquarius,14,Tetryon Canon,578,Gravimetric Torpedo,540,Quasar of Libra,13,Solid Fuel Rocket,353,Carbon Fibre,379,Warp Core,962
5068,4047,Cruiser,363,Kongo,307,Photon Beam,588,Photon Torpedo,582,Plasma of Wolf 1961,3,Solid Fuel Rocket of Cancer,147,Vibranium of Libra,37,Tractor Beam,917
5069,976,Minelayer,350,Incheon,306,Particle Beam,574,Fractional Orbital Bombardment,585,Subatomic Ultimatum Nuclear of Taurus,2,Light Sail of Taurus,79,Overclocked Havoc Glass of Sagittarius +1,2,Escape Pod,930
5070,244,Scout Ship of Wolf 1961,4,Dolphin,345,Soliton Canon,568,Overclocked Voyager Electromagnetic Pulse Bomb of Sagittarius +1,3,Gravitational,689,Doomsday Voyager Magnetoplasmadynamic Thruster of Leo,5,Subatomic The Tyrant Adamantium of Taurus,3,Warp Core,962
5071,2570,Destroyer of Gliese 667C,5,Liaoning,323,Particle Beam,574,Supercosmic Havoc Rail Gun of Aquarius,4,Quantum,709,Fission-Electric,407,Diamond,387,Escape Pod of Tau Ceti,79
5072,3917,Supercosmic Voyager Minelayer of Aquarius,3,Barracuda,297,Photon Beam,588,Spatial Torpedo of Tau Ceti,99,Quasar,728,Magnetic Sail,378,Vibranium,377,Escape Pod of Cancer,76
5073,4336,Dreadnought of Wolf 1961,4,Koni,292,Plasma Beam,578,Positron Torpedo,576,Quantum,709,Kryptonite Thruster,405,Graphene,349,Escape Pod,930
5074,1663,Tanker,343,Barracuda,297,Electron Beam,525,Hydrogen Bomb,569,Overclocked The Powerful Electromagnetic of Sagittarius +1,1,Fission-Fragment,352,Carbon Fibre,379,Escape Pod,930
5075,4839,Dreadnought of Aquarius,5,Cavour,328,Starburst Stream of Sagittarius,45,Hydrogen Bomb,569,Quasar,728,Antimatter Rocket,395,Copper,402,Warp Core,962
5076,5776,Cargo,327,Nimitz of Cancer,21,Photon Beam,588,Kinetic Energy Blast of Taurus,42,Gamma,755,Alcubierre Drive of Tau Ceti,142,Silicon Carbide,352,Warp Core,962
5077,4966,Cargo of Sagittarius,10,Barracuda,297,Photon Beam,588,Spatial Torpedo,608,Quasar of Leo,10,Fusion-Fragment,354,Beryllium,383,Cocktail Bar,978
5078,5186,Dreadnought,350,Incheon of Cancer,27,Particle Beam,574,Spatial Torpedo,608,Quasar of Aquarius,8,Kryptonite Thruster,405,Silicon Carbide,352,Warp Core,962
5079,2345,Frigate,328,Quantum Voyager Kongo of Scorpio,2,Electron Beam,525,Thermonuclear Bomb,514,Quantum of Wolf 1961,6,Magnetic Sail,378,Gold,559,Tractor Beam,917
5080,3685,Minelayer,350,Virginia,305,Starburst Stream of Cancer,62,Gravimetric Torpedo,540,Subatomic Adventurer Quasar of Taurus,2,Fission-Electric,407,Copper,402,Disco Light,960
5081,5170,Battleship of Capricorn,8,Admiral Kuznetsov,328,Plasma Beam,578,Gravimetric Torpedo,540,Electromagnetic of Tau Ceti,24,Kryptonite Thruster,405,Copper,402,Cocktail Bar,978
5082,2268,Cruiser,363,Dolphin,345,Einstein-Rosen The Tyrant Soliton Canon of Gemini +1,2,Electromagnetic Pulse Bomb,560,Gamma,755,Fission-Electric of Gliese 667C,68,Polystyrene of Sagittarius,37,Cocktail Bar,978
5083,7406,Cargo,327,Kirov,314,Electron Beam,525,Spatial Torpedo,608,Quantum,709,Kryptonite Thruster,405,Silicon Carbide of Scorpio,45,Tractor Beam,917
5084,756,Cruiser,363,Doomsday Voyager Koni of Leo,3,Proton Beam,567,Kinetic Energy Blast,610,Supercosmic The Destroyer Quantum of Aquarius,1,Fusion-Fragment of Scorpio,62,Glass,349,Killer Drone,962
5085,2326,Carrier,289,Subatomic The Benevolent Kongo of Taurus,2,Soliton Canon,568,Thermonuclear Bomb,514,Quantum,709,Infinite Improbability Drive,354,Graphene,349,Killer Drone,962
5086,1570,Minelayer,350,Doomsday Ultimatum Kirov of Leo,2,Gravity Canon,567,Positron Torpedo,576,Nuclear,711,Quantum The Destroyer Fusion-Fragment of Scorpio,7,Vibranium,377,Cocktail Bar,978
5087,1962,Cargo,327,Enterprise,319,Soliton Canon,568,Kinetic Energy Blast of Gliese 667C,57,Flaming Ultimatum Plasma of Gliese 667C +1,1,Fusion-Fragment,354,Vibranium,377,Cocktail Bar,978
5088,2488,Medical,325,Lightning Ultimatum Brandenburg of Virgo +1,2,Plasma Beam of Virgo,37,Hydrogen Bomb,569,Nuclear,711,Fusion-Electric,384,Wooden,407,Escape Pod,930
5089,3164,Science Vessel,336,Incheon,306,Particle Beam of Tau Ceti,74,Spatial Torpedo,608,Plasma,737,Nuclear Fusion,365,Beryllium of Tau Ceti,40,Flaming Voyager Tractor Beam of Gliese 667C +1,5
5090,1989,Einstein-Rosen Ultimatum Carrier of Gemini +1,1,Liaoning,323,Tetryon Canon,578,Electromagnetic Pulse Bomb of Cancer,79,Gravitational,689,Nuclear Pulse,390,Carbon Fibre,379,Cocktail Bar,978
5091,845,Minelayer of Aries,5,Kongo of Aquarius,14,Electron Beam,525,Subatomic Deluxe Twin Bed Gravimetric Torpedo of Taurus,3,Nuclear of Cancer,18,Antimatter Rocket of Aries,162,Copper,402,Cocktail Bar of Virgo,40
5092,1336,Doomsday Ultimatum Tug of Leo,3,Nimitz,316,Proton Beam of Libra,76,Electromagnetic Pulse Bomb,560,Plasma,737,Quantum The Benevolent Fusion-Fragment of Scorpio,7,Graphene of Gliese 667C,44,Tractor Beam,917
5093,1846,Lightning Voyager Cargo of Virgo +1,1,Incheon,306,Pulse Canon,612,Gravimetric Torpedo,540,Gamma of Gliese 667C,7,Kryptonite Thruster,405,Titanium,382,Escape Pod,930
5094,294,Carrier,289,Lightning Deluxe Twin Bed Ticonderoga of Virgo +1,1,Pulse Canon,612,Kinetic Energy Blast,610,Gamma,755,Supercosmic The Destroyer Nuclear Pulse of Aquarius,10,Quantum The Indestructable Adamantium of Scorpio,5,Warp Core,962
5095,679,Lightning The Tyrant Courier of Virgo +1,1,Koni,292,Gravity Canon,567,Doomsday The Destroyer Thermonuclear Bomb of Leo,4,Gamma of Pisces,9,Magnetoplasmadynamic Thruster,400,Graphene,349,Cocktail Bar of Sagittarius,36
5096,4111,Courier,326,Koni,292,Doomsday The Benevolent Particle Beam of Leo,3,Spatial Torpedo,608,Electromagnetic,678,Magnetic Sail,378,Silicon Carbide,352,Cocktail Bar of Gemini,44
5097,5506,Minelayer,350,Arleigh Burke of Wolf 1961,9,Soliton Canon,568,Kinetic Energy Blast,610,Plasma,737,Kryptonite Thruster of Sagittarius,66,Glass,349,Cocktail Bar,978
5098,5464,Dreadnought,350,Virginia of Pisces,13,Proton Beam of Libra,76,Spatial Torpedo,608,Gamma,755,Fusion-Fragment of Scorpio,62,Gold,559,Warp Core,962
5099,7667,Supply Ship,359,Rutherford,352,Pulse Canon,612,Gravimetric Torpedo of Gliese 667C,48,Quasar,728,Fusion-Electric of Libra,158,Glass,349,Warp Core,962
5100,4809,Minelayer of Gemini,6,Arleigh Burke,327,Proton Beam,567,Kinetic Energy Blast,610,Gravitational,689,Nuclear Pulse,390,Gold,559,Killer Drone,962
5101,4865,Tanker of Virgo,5,Enterprise,319,Particle Beam,574,Positron Torpedo of Capricorn,64,Quantum,709,Magnetic Sail,378,Silicon Carbide,352,Disco Light,960
5102,6042,Carrier,289,Koni,292,Proton Beam,567,Electromagnetic Pulse Bomb,560,Dark Energy,707,Antimatter Rocket,395,Graphene,349,Cocktail Bar,978
5103,741,Transport Ship,346,Dolphin,345,Plasma Beam,578,Kinetic Energy Blast,610,Plasma of Capricorn,28,Flaming The Tyrant Fission-Electric of Gliese 667C +1,6,Einstein-Rosen The Powerful Diamond of Gemini +1,5,Escape Pod,930
5104,6665,Cruiser,363,Arleigh Burke,327,Electron Beam,525,Electromagnetic Pulse Bomb,560,Gamma,755,Fission-Electric,407,Gold,559,Cocktail Bar,978
5105,6923,Science Vessel,336,Virginia,305,Plasma Beam,578,Photon Torpedo of Wolf 1961,34,Nuclear,711,Fusion-Electric,384,Graphene,349,Warp Core,962
5106,6399,Minelayer,350,Cavour,328,Plasma Beam,578,Positron Torpedo,576,Gravitational,689,Fission-Fragment,352,Wooden,407,Killer Drone,962
5107,7317,Dreadnought,350,Soryu,338,Starburst Stream,610,Electromagnetic Pulse Bomb,560,Dark Energy,707,Fusion-Fragment,354,Carbon Fibre of Scorpio,36,Warp Core of Aries,94
5108,6474,Destroyer,321,Admiral Kuznetsov,328,Photon Beam,588,Positron Torpedo,576,Quasar,728,Fission-Electric,407,Wooden,407,Escape Pod,930
5109,4616,Tug of Sagittarius,5,Dolphin,345,Plasma Beam,578,Photon Torpedo,582,Nuclear,711,Magnetoplasmadynamic Thruster,400,Silicon Carbide,352,Killer Drone,962
5110,1676,Minesweeper,339,Rutherford,352,Soliton Canon,568,Positron Torpedo,576,Lightning Adventurer Gamma of Virgo +1,1,Nuclear Pulse,390,Titanium,382,Cocktail Bar,978
5111,2805,Cargo of Aries,8,Koni,292,Pulse Canon,612,Lightning Ultimatum Hydrogen Bomb of Virgo +1,5,Electromagnetic,678,Solid Fuel Rocket,353,Silicon Carbide of Aquarius,52,Tractor Beam,917
5112,2617,Minelayer of Gemini,6,Ticonderoga of Virgo,13,Photon Beam,588,Photon Torpedo,582,Electromagnetic of Tau Ceti,24,Antimatter Rocket,395,Supercosmic The Powerful Adamantium of Aquarius,4,Killer Drone,962
5113,6294,Supply Ship,359,Admiral Kuznetsov of Tau Ceti,22,Tetryon Canon,578,Thermonuclear Bomb,514,Quasar,728,Ion Thruster,386,Adamantium,407,Disco Light,960
5114,2644,Supercosmic Adventurer Scout Ship of Aquarius,1,Kirov,314,Tetryon Canon,578,Spatial Torpedo of Leo,48,Dark Energy,707,Kryptonite Thruster,405,Graphene,349,Disco Light of Taurus,43
5115,5019,Transport Ship,346,Rutherford,352,Particle Beam of Pisces,34,Gravimetric Torpedo,540,Gravitational of Sagittarius,9,Magnetoplasmadynamic Thruster of Leo,71,Adamantium,407,Cocktail Bar,978
5116,7374,Minesweeper,339,Dolphin,345,Starburst Stream of Sagittarius,45,Electromagnetic Pulse Bomb,560,Electromagnetic,678,Fission-Fragment,352,Adamantium,407,Killer Drone,962
5117,212,Quantum Havoc Minesweeper of Scorpio,1,Rutherford,352,Lightning The Indestructable Gravity Canon of Virgo +1,3,Fractional Orbital Bombardment,585,Gamma,755,Alcubierre Drive,378,Silicon Carbide of Aquarius,52,Galactic Adventurer Killer Drone of Wolf 1961,5
5118,146,Lightning The Benevolent Transport Ship of Virgo +1,1,Brandenburg,320,Quantum The Tyrant Photon Beam of Scorpio,4,Spatial Torpedo of Tau Ceti,99,Electromagnetic,678,Light Sail,370,Graphene of Gliese 667C,44,Subatomic The Destroyer Killer Drone of Taurus,5
5119,7501,Transport Ship,346,Liaoning,323,Starburst Stream,610,Rail Gun,551,Plasma,737,Solid Fuel Rocket of Cancer,147,Polystyrene of Sagittarius,37,Warp Core,962
5120,2272,Frigate,328,Brandenburg,320,Particle Beam of Tau Ceti,74,Fractional Orbital Bombardment of Scorpio,44,Flaming The Destroyer Quasar of Gliese 667C +1,2,Fusion-Electric,384,Polystyrene,404,Warp Core,962
5121,1361,Minelayer,350,Admiral Kuznetsov,328,Proton Beam of Taurus,39,Electromagnetic Pulse Bomb,560,Electromagnetic,678,Supercosmic The Benevolent Nuclear Pulse of Aquarius,5,Galactic Ultimatum Adamantium of Wolf 1961,4,Warp Core of Libra,67
5122,1023,Destroyer of Gemini,2,Enterprise,319,Photon Beam,588,Anti-gravitational Deluxe Twin Bed Spatial Torpedo of Pisces +1,5,Dark Energy,707,Galactic Deluxe Twin Bed Ion Thruster of Wolf 1961,6,Adamantium,407,Warp Core,962
5123,1498,Tug,343,Kongo,307,Quantum The Indestructable Photon Beam of Scorpio,6,Rail Gun of Cancer,73,Quantum Adventurer Nuclear of Scorpio,2,Fission-Electric,407,Silicon Carbide,352,Disco Light,960
5124,213,Supercosmic The Destroyer Tanker of Aquarius,1,Ticonderoga,302,Proton Beam of Libra,76,Lightning The Powerful Photon Torpedo of Virgo +1,3,Nuclear,711,Quantum Deluxe Twin Bed Fusion-Fragment of Scorpio,5,Copper,402,Tractor Beam,917
5125,1115,Transport Ship,346,Subatomic Catastrophe Barracuda of Taurus,2,Gravity Canon,567,Gravimetric Torpedo,540,Dark Energy,707,Solid Fuel Rocket of Cancer,147,Titanium of Capricorn,44,Subatomic The Powerful Killer Drone of Taurus,3
5126,2887,Doomsday The Tyrant Cruiser of Leo,1,Ticonderoga,302,Photon Beam,588,Kinetic Energy Blast of Libra,69,Gravitational,689,Light Sail,370,Copper,402,Killer Drone,962
5127,3760,Courier,326,Liaoning of Libra,30,Starburst Stream,610,Hydrogen Bomb,569,Plasma,737,Fusion-Fragment,354,Graphene of Sagittarius,36,Quantum Deluxe Twin Bed Killer Drone of Scorpio,3
5128,6436,Scout Ship,335,Missouri,309,Starburst Stream,610,Kinetic Energy Blast,610,Nuclear,711,Magnetic Sail,378,Adamantium,407,Escape Pod,930
5129,3348,Destroyer,321,Doomsday Deluxe Twin Bed Cavour of Leo,2,Pulse Canon,612,Rail Gun,551,Dark Energy,707,Fission-Electric,407,Glass,349,Killer Drone,962
5130,3457,Dreadnought,350,Doomsday The Powerful Kongo of Leo,2,Tetryon Canon,578,Rail Gun,551,Plasma of Scorpio,8,Magnetoplasmadynamic Thruster,400,Adamantium,407,Tractor Beam,917
5131,7085,Frigate,328,Rutherford,352,Particle Beam,574,Thermonuclear Bomb,514,Gravitational,689,Ion Thruster,386,Wooden,407,Tractor Beam of Gemini,39
5132,2152,Minelayer of Wolf 1961,8,Soryu,338,Electron Beam,525,Spatial Torpedo of Pisces,40,Gamma of Aquarius,11,Fusion-Electric of Libra,158,Vibranium,377,Tractor Beam of Sagittarius,29
5133,4310,Carrier of Pisces,3,Enterprise,319,Pulse Canon,612,Thermonuclear Bomb of Pisces,42,Electromagnetic,678,Magnetic Sail,378,Diamond,387,Killer Drone,962
5134,4012,Tug of Tau Ceti,3,Dolphin,345,Photon Beam of Scorpio,34,Gravimetric Torpedo of Libra,74,Gravitational,689,Light Sail,370,Graphene,349,Killer Drone,962
5135,5714,Scout Ship,335,Kongo of Aquarius,14,Proton Beam,567,Gravimetric Torpedo,540,Plasma,737,Antimatter Rocket,395,Titanium,382,Escape Pod,930
5136,7753,Scout Ship,335,Kirov,314,Pulse Canon of Tau Ceti,79,Fractional Orbital Bombardment,585,Gravitational,689,Solid Fuel Rocket,353,Vibranium,377,Tractor Beam,917
5137,1749,Lightning The Indestructable Tanker of Virgo +1,1,Nimitz of Cancer,21,Pulse Canon of Tau Ceti,79,Hydrogen Bomb,569,Gravitational,689,Fusion-Fragment,354,Beryllium,383,Killer Drone,962
5138,300,Subatomic Ultimatum Destroyer of Taurus,1,Dolphin of Tau Ceti,25,Subatomic The Indestructable Proton Beam of Taurus,5,Fractional Orbital Bombardment,585,Subatomic The Indestructable Gamma of Taurus,3,Fission-Fragment,352,Titanium,382,Tractor Beam,917
5139,929,Quantum Catastrophe Tug of Scorpio,1,Admiral Kuznetsov of Tau Ceti,22,Starburst Stream,610,Positron Torpedo,576,Dark Energy,707,Lightning Deluxe Twin Bed Infinite Improbability Drive of Virgo +1,9,Titanium,382,Warp Core,962
5140,7633,Minelayer,350,Cavour,328,Starburst Stream,610,Gravimetric Torpedo of Gliese 667C,48,Nuclear,711,Solid Fuel Rocket of Cancer,147,Carbon Fibre,379,Warp Core,962
5141,3447,Supply Ship,359,Dolphin,345,Proton Beam,567,Electromagnetic Pulse Bomb,560,Quantum,709,Fusion-Fragment of Scorpio,62,Titanium,382,Supercosmic The Tyrant Killer Drone of Aquarius,4
5142,5000,Courier of Capricorn,8,Enterprise,319,Tetryon Canon,578,Spatial Torpedo of Tau Ceti,99,Nuclear,711,Solid Fuel Rocket,353,Vibranium of Tau Ceti,42,Warp Core,962
5143,6947,Minelayer,350,Admiral Kuznetsov of Libra,33,Soliton Canon,568,Photon Torpedo,582,Dark Energy,707,Light Sail,370,Glass,349,Warp Core,962
5144,3725,Cargo of Scorpio,5,Koni of Taurus,14,Soliton Canon,568,Photon Torpedo,582,Electromagnetic,678,Subatomic The Benevolent Light Sail of Taurus,7,Polystyrene,404,Tractor Beam,917
5145,3547,Transport Ship,346,Kongo,307,Particle Beam,574,Kinetic Energy Blast of Gliese 667C,57,Nuclear,711,Anti-gravitational Deluxe Twin Bed Nuclear Fusion of Pisces +1,7,Silicon Carbide of Aquarius,52,Disco Light,960
5146,234,Cruiser,363,Cavour,328,Einstein-Rosen The Destroyer Photon Beam of Gemini +1,8,Anti-gravitational The Destroyer Thermonuclear Bomb of Pisces +1,5,Plasma,737,Alcubierre Drive,378,Galactic The Tyrant Wooden of Wolf 1961,10,Escape Pod,930
5147,4279,Minelayer,350,Brandenburg of Gemini,15,Photon Beam of Gemini,30,Thermonuclear Bomb,514,Dark Energy of Pisces,5,Ion Thruster,386,Vibranium,377,Escape Pod,930
5148,333,Minelayer,350,Incheon,306,Gravity Canon,567,Hydrogen Bomb,569,Einstein-Rosen The Destroyer Quantum of Gemini +1,2,Fusion-Electric of Libra,158,Einstein-Rosen The Indestructable Diamond of Gemini +1,3,Escape Pod,930
5149,2040,Dreadnought of Libra,9,Incheon,306,Photon Beam,588,Positron Torpedo,576,Gravitational of Scorpio,9,Magnetic Sail,378,Copper of Tau Ceti,40,Lightning Voyager Tractor Beam of Virgo +1,7
5150,3045,Destroyer,321,Cavour,328,Soliton Canon,568,Kinetic Energy Blast,610,Dark Energy of Gliese 667C,11,Light Sail,370,Copper,402,Overclocked Havoc Tractor Beam of Sagittarius +1,4
5151,7154,Cargo,327,Barracuda,297,Pulse Canon of Pisces,40,Kinetic Energy Blast,610,Plasma,737,Magnetic Sail,378,Beryllium,383,Cocktail Bar,978
5152,926,Einstein-Rosen Catastrophe Cargo of Gemini +1,1,Ticonderoga,302,Starburst Stream of Cancer,62,Kinetic Energy Blast,610,Electromagnetic of Aries,10,Fusion-Fragment,354,Graphene of Gliese 667C,44,Warp Core of Tau Ceti,79
5153,2053,Supply Ship,359,Flaming Ultimatum Soryu of Gliese 667C +1,3,Starburst Stream of Cancer,62,Kinetic Energy Blast,610,Gamma,755,Antimatter Rocket of Aries,162,Graphene of Sagittarius,36,Escape Pod,930
5154,3696,Galactic The Destroyer Minesweeper of Wolf 1961,2,Kongo,307,Starburst Stream,610,Thermonuclear Bomb,514,Nuclear,711,Nuclear Fusion,365,Silicon Carbide,352,Warp Core of Cancer,74
5155,6749,Science Vessel,336,Admiral Kuznetsov of Cancer,27,Electron Beam,525,Fractional Orbital Bombardment,585,Quantum,709,Nuclear Pulse,390,Diamond,387,Disco Light,960
5156,5663,Minelayer,350,Virginia of Gliese 667C,13,Photon Beam,588,Fractional Orbital Bombardment,585,Dark Energy,707,Fission-Electric,407,Tungsten Carbide,571,Warp Core,962
5157,6900,Destroyer,321,Koni,292,Gravity Canon of Virgo,39,Positron Torpedo,576,Dark Energy,707,Antimatter Rocket,395,Graphene of Gliese 667C,44,Cocktail Bar,978
5158,6410,Medical,325,Enterprise,319,Proton Beam,567,Spatial Torpedo,608,Quasar,728,Fusion-Electric,384,Polystyrene,404,Escape Pod,930
5159,5437,Scout Ship,335,Rutherford,352,Starburst Stream,610,Photon Torpedo,582,Dark Energy of Gliese 667C,11,Alcubierre Drive,378,Silicon Carbide,352,Cocktail Bar,978
5160,5279,Cargo of Aries,8,Arleigh Burke,327,Plasma Beam of Wolf 1961,38,Rail Gun,551,Nuclear,711,Light Sail,370,Diamond,387,Cocktail Bar,978
5161,1667,Courier,326,Brandenburg,320,Photon Beam,588,Photon Torpedo,582,Einstein-Rosen Deluxe Twin Bed Electromagnetic of Gemini +1,1,Fusion-Electric,384,Glass,349,Escape Pod,930
5162,350,Cruiser of Virgo,3,Nimitz of Capricorn,21,Plasma Beam,578,Subatomic The Benevolent Kinetic Energy Blast of Taurus,2,Electromagnetic of Tau Ceti,24,Fusion-Fragment,354,Copper of Libra,27,Quantum The Destroyer Disco Light of Scorpio,5
5163,3023,Cruiser,363,Ticonderoga,302,Photon Beam,588,Overclocked Adventurer Electromagnetic Pulse Bomb of Sagittarius +1,4,Dark Energy,707,Magnetoplasmadynamic Thruster,400,Titanium,382,Cocktail Bar,978
5164,2583,Battleship,328,Barracuda,297,Gravity Canon of Aries,69,Electromagnetic Pulse Bomb,560,Electromagnetic,678,Fission-Fragment,352,Flaming Ultimatum Diamond of Gliese 667C +1,2,Disco Light,960
5165,5268,Cargo,327,Barracuda of Leo,16,Tetryon Canon,578,Rail Gun,551,Gamma of Aquarius,11,Fission-Fragment,352,Gold,559,Cocktail Bar,978
5166,5518,Tug,343,Cavour of Wolf 1961,10,Particle Beam,574,Kinetic Energy Blast of Taurus,42,Quantum,709,Kryptonite Thruster,405,Diamond,387,Escape Pod,930
5167,334,Scout Ship,335,Incheon of Capricorn,21,Particle Beam of Tau Ceti,74,Kinetic Energy Blast,610,Flaming The Indestructable Gamma of Gliese 667C +1,1,Light Sail,370,Carbon Fibre,379,Flaming The Powerful Tractor Beam of Gliese 667C +1,2
5168,7036,Transport Ship,346,Kongo,307,Photon Beam,588,Electromagnetic Pulse Bomb,560,Gamma,755,Light Sail,370,Carbon Fibre of Leo,36,Killer Drone,962
5169,7680,Destroyer,321,Kirov,314,Soliton Canon of Capricorn,78,Photon Torpedo of Aries,79,Quasar,728,Light Sail,370,Carbon Fibre,379,Cocktail Bar,978
5170,1495,Destroyer,321,Doomsday Ultimatum Kirov of Leo,2,Quantum The Indestructable Photon Beam of Scorpio,6,Gravimetric Torpedo,540,Electromagnetic,678,Solid Fuel Rocket,353,Titanium,382,Disco Light of Leo,34
5171,5695,Transport Ship,346,Incheon of Cancer,27,Proton Beam of Libra,76,Hydrogen Bomb,569,Gamma of Tau Ceti,29,Ion Thruster,386,Adamantium,407,Cocktail Bar,978
5172,4304,Transport Ship,346,Virginia,305,Photon Beam,588,Subatomic The Destroyer Kinetic Energy Blast of Taurus,4,Gamma of Capricorn,20,Nuclear Fusion,365,Diamond,387,Warp Core,962
5173,290,Battleship of Leo,8,Koni of Aquarius,9,Flaming The Benevolent Proton Beam of Gliese 667C +1,5,Rail Gun,551,Electromagnetic,678,Fission-Electric,407,Anti-gravitational Ultimatum Glass of Pisces +1,4,Warp Core of Cancer,74
5174,7859,Transport Ship,346,Soryu,338,Tetryon Canon,578,Spatial Torpedo,608,Dark Energy,707,Nuclear Pulse of Aquarius,79,Polystyrene,404,Disco Light,960
5175,2707,Scout Ship,335,Cavour of Leo,13,Pulse Canon of Tau Ceti,79,Positron Torpedo,576,Electromagnetic of Capricorn,20,Nuclear Fusion of Pisces,74,Polystyrene of Virgo,41,Cocktail Bar,978
5176,7905,Scout Ship,335,Incheon,306,Plasma Beam,578,Gravimetric Torpedo,540,Electromagnetic,678,Fusion-Electric of Libra,158,Glass,349,Warp Core of Capricorn,73
5177,7827,Transport Ship,346,Nimitz,316,Plasma Beam,578,Hydrogen Bomb of Aries,83,Gravitational,689,Nuclear Pulse,390,Diamond,387,Disco Light,960
5178,934,Galactic Ultimatum Cruiser of Wolf 1961,1,Dolphin,345,Gravity Canon,567,Kinetic Energy Blast,610,Gravitational,689,Kryptonite Thruster,405,Beryllium of Libra,48,Flaming The Destroyer Tractor Beam of Gliese 667C +1,9
5179,5015,Tug,343,Rutherford of Gemini,6,Tetryon Canon,578,Electromagnetic Pulse Bomb,560,Quasar,728,Alcubierre Drive,378,Carbon Fibre,379,Cocktail Bar of Virgo,40
5180,3393,Tug of Libra,6,Dolphin,345,Galactic The Destroyer Gravity Canon of Wolf 1961,2,Spatial Torpedo,608,Nuclear,711,Magnetic Sail,378,Adamantium,407,Killer Drone,962
5181,4185,Dreadnought,350,Virginia,305,Gravity Canon,567,Thermonuclear Bomb,514,Plasma,737,Galactic The Benevolent Ion Thruster of Wolf 1961,4,Graphene,349,Killer Drone,962
5182,2587,Minelayer,350,Doomsday The Powerful Koni of Leo,1,Photon Beam,588,Gravimetric Torpedo,540,Quasar of Tau Ceti,20,Ion Thruster,386,Tungsten Carbide,571,Killer Drone of Aquarius,38
5183,6932,Minesweeper,339,Liaoning,323,Starburst Stream,610,Fractional Orbital Bombardment,585,Gamma,755,Fission-Fragment,352,Vibranium of Aries,42,Disco Light of Taurus,43
5184,6639,Science Vessel,336,Arleigh Burke,327,Plasma Beam,578,Hydrogen Bomb,569,Gamma,755,Magnetic Sail,378,Gold,559,Warp Core,962
5185,2734,Medical,325,Kirov,314,Starburst Stream,610,Lightning The Tyrant Hydrogen Bomb of Virgo +1,3,Plasma,737,Fission-Fragment,352,Tungsten Carbide,571,Killer Drone,962
5186,5842,Cruiser,363,Rutherford of Pisces,16,Starburst Stream,610,Gravimetric Torpedo,540,Gamma,755,Kryptonite Thruster,405,Adamantium,407,Disco Light,960
5187,6890,Tug,343,Enterprise of Aries,27,Photon Beam of Capricorn,79,Rail Gun,551,Dark Energy,707,Ion Thruster,386,Silicon Carbide,352,Escape Pod,930
5188,5254,Medical,325,Rutherford of Gliese 667C,9,Plasma Beam,578,Electromagnetic Pulse Bomb,560,Quasar,728,Antimatter Rocket,395,Gold,559,Tractor Beam,917
5189,5972,Carrier,289,Barracuda,297,Starburst Stream of Aquarius,41,Fractional Orbital Bombardment of Capricorn,80,Plasma,737,Fission-Electric,407,Copper of Tau Ceti,40,Warp Core,962
5190,731,Subatomic The Destroyer Dreadnought of Taurus,1,Arleigh Burke,327,Tetryon Canon,578,Positron Torpedo,576,Electromagnetic,678,Lightning Deluxe Twin Bed Infinite Improbability Drive of Virgo +1,9,Polystyrene of Gemini,34,Disco Light of Aquarius,32
5191,3838,Medical,325,Koni,292,Tetryon Canon,578,Supercosmic Catastrophe Rail Gun of Aquarius,3,Electromagnetic,678,Solid Fuel Rocket,353,Titanium,382,Disco Light,960
5192,6997,Minesweeper,339,Cavour,328,Particle Beam,574,Hydrogen Bomb,569,Quasar,728,Solid Fuel Rocket,353,Vibranium of Cancer,35,Tractor Beam,917
5193,7453,Cruiser,363,Rutherford,352,Particle Beam,574,Spatial Torpedo,608,Plasma,737,Light Sail of Taurus,79,Polystyrene of Virgo,41,Killer Drone,962
5194,6527,Dreadnought,350,Liaoning,323,Photon Beam,588,Fractional Orbital Bombardment,585,Gamma,755,Fission-Electric,407,Titanium,382,Warp Core,962
5195,3606,Frigate,328,Arleigh Burke of Aquarius,20,Subatomic Ultimatum Electron Beam of Taurus,2,Thermonuclear Bomb,514,Nuclear,711,Alcubierre Drive,378,Adamantium,407,Disco Light,960
5196,7410,Supply Ship,359,Missouri,309,Tetryon Canon,578,Spatial Torpedo,608,Plasma,737,Magnetic Sail,378,Graphene of Gliese 667C,44,Cocktail Bar,978
5197,4559,Tug of Cancer,6,Rutherford,352,Photon Beam,588,Electromagnetic Pulse Bomb of Aquarius,29,Quantum,709,Magnetic Sail,378,Adamantium,407,Tractor Beam of Pisces,36
